Block WCUPHI
3 1 1 1 0.000000	# duql(3,1,1,1)
3 1 1 2 0.000000	# duql(3,1,1,2)
3 1 1 3 0.000000	# duql(3,1,1,3)
3 1 2 1 0.000000	# duql(3,1,2,1)
3 1 2 2 0.000000	# duql(3,1,2,2)
3 1 2 3 0.000000	# duql(3,1,2,3)
3 1 3 1 0.000000	# duql(3,1,3,1)
3 1 3 2 0.000000	# duql(3,1,3,2)
3 1 3 3 0.000000	# duql(3,1,3,3)
3 2 1 1 0.000000	# duql(3,2,1,1)
3 2 1 2 0.000000	# duql(3,2,1,2)
3 2 1 3 0.000000	# duql(3,2,1,3)
3 2 2 1 0.000000	# duql(3,2,2,1)
3 2 2 2 0.000000	# duql(3,2,2,2)
3 2 2 3 0.000000	# duql(3,2,2,3)
3 2 3 1 0.000000	# duql(3,2,3,1)
3 2 3 2 0.000000	# duql(3,2,3,2)
3 2 3 3 0.000000	# duql(3,2,3,3)
3 3 1 1 0.000000	# duql(3,3,1,1)
3 3 1 2 0.000000	# duql(3,3,1,2)
3 3 1 3 0.000000	# duql(3,3,1,3)
3 3 2 1 0.000000	# duql(3,3,2,1)
3 3 2 2 0.000000	# duql(3,3,2,2)
3 3 2 3 0.000000	# duql(3,3,2,3)
3 3 3 1 0.000000	# duql(3,3,3,1)
3 3 3 2 0.000000	# duql(3,3,3,2)
3 3 3 3 0.000000	# duql(3,3,3,3)
Block WCQQUE
1 1 1 1 0.000000	# qque(1,1,1,1)
1 1 1 2 0.000000	# qque(1,1,1,2)
1 1 1 3 0.000000	# qque(1,1,1,3)
1 1 2 1 0.000000	# qque(1,1,2,1)
1 1 2 2 0.000000	# qque(1,1,2,2)
1 1 2 3 0.000000	# qque(1,1,2,3)
1 1 3 1 0.000000	# qque(1,1,3,1)
1 1 3 2 0.000000	# qque(1,1,3,2)
1 1 3 3 0.000000	# qque(1,1,3,3)
1 2 1 1 0.000000	# qque(1,2,1,1)
1 2 1 2 0.000000	# qque(1,2,1,2)
1 2 1 3 0.000000	# qque(1,2,1,3)
1 2 2 1 0.000000	# qque(1,2,2,1)
1 2 2 2 0.000000	# qque(1,2,2,2)
1 2 2 3 0.000000	# qque(1,2,2,3)
1 2 3 1 0.000000	# qque(1,2,3,1)
1 2 3 2 0.000000	# qque(1,2,3,2)
1 2 3 3 0.000000	# qque(1,2,3,3)
1 3 1 1 0.000000	# qque(1,3,1,1)
1 3 1 2 0.000000	# qque(1,3,1,2)
1 3 1 3 0.000000	# qque(1,3,1,3)
1 3 2 1 0.000000	# qque(1,3,2,1)
1 3 2 2 0.000000	# qque(1,3,2,2)
1 3 2 3 0.000000	# qque(1,3,2,3)
1 3 3 1 0.000000	# qque(1,3,3,1)
1 3 3 2 0.000000	# qque(1,3,3,2)
1 3 3 3 0.000000	# qque(1,3,3,3)
2 2 1 1 0.000000	# qque(2,2,1,1)
2 2 1 2 0.000000	# qque(2,2,1,2)
2 2 1 3 0.000000	# qque(2,2,1,3)
2 2 2 1 0.000000	# qque(2,2,2,1)
2 2 2 2 0.000000	# qque(2,2,2,2)
2 2 2 3 0.000000	# qque(2,2,2,3)
2 2 3 1 0.000000	# qque(2,2,3,1)
2 2 3 2 0.000000	# qque(2,2,3,2)
2 2 3 3 0.000000	# qque(2,2,3,3)
2 3 1 1 0.000000	# qque(2,3,1,1)
2 3 1 2 0.000000	# qque(2,3,1,2)
2 3 1 3 0.000000	# qque(2,3,1,3)
2 3 2 1 0.000000	# qque(2,3,2,1)
2 3 2 2 0.000000	# qque(2,3,2,2)
2 3 2 3 0.000000	# qque(2,3,2,3)
2 3 3 1 0.000000	# qque(2,3,3,1)
2 3 3 2 0.000000	# qque(2,3,3,2)
2 3 3 3 0.000000	# qque(2,3,3,3)
3 3 1 1 0.000000	# qque(3,3,1,1)
3 3 1 2 0.000000	# qque(3,3,1,2)
3 3 1 3 0.000000	# qque(3,3,1,3)
3 3 2 1 0.000000	# qque(3,3,2,1)
3 3 2 2 0.000000	# qque(3,3,2,2)
3 3 2 3 0.000000	# qque(3,3,2,3)
3 3 3 1 0.000000	# qque(3,3,3,1)
3 3 3 2 0.000000	# qque(3,3,3,2)
3 3 3 3 0.000000	# qque(3,3,3,3)
Block IMWCQQUE
1 1 1 1 0.000000	# qque(1,1,1,1)
1 1 1 2 0.000000	# qque(1,1,1,2)
1 1 1 3 0.000000	# qque(1,1,1,3)
1 1 2 1 0.000000	# qque(1,1,2,1)
1 1 2 2 0.000000	# qque(1,1,2,2)
1 1 2 3 0.000000	# qque(1,1,2,3)
1 1 3 1 0.000000	# qque(1,1,3,1)
1 1 3 2 0.000000	# qque(1,1,3,2)
1 1 3 3 0.000000	# qque(1,1,3,3)
1 2 1 1 0.000000	# qque(1,2,1,1)
1 2 1 2 0.000000	# qque(1,2,1,2)
1 2 1 3 0.000000	# qque(1,2,1,3)
1 2 2 1 0.000000	# qque(1,2,2,1)
1 2 2 2 0.000000	# qque(1,2,2,2)
1 2 2 3 0.000000	# qque(1,2,2,3)
1 2 3 1 0.000000	# qque(1,2,3,1)
1 2 3 2 0.000000	# qque(1,2,3,2)
1 2 3 3 0.000000	# qque(1,2,3,3)
1 3 1 1 0.000000	# qque(1,3,1,1)
1 3 1 2 0.000000	# qque(1,3,1,2)
1 3 1 3 0.000000	# qque(1,3,1,3)
1 3 2 1 0.000000	# qque(1,3,2,1)
1 3 2 2 0.000000	# qque(1,3,2,2)
1 3 2 3 0.000000	# qque(1,3,2,3)
1 3 3 1 0.000000	# qque(1,3,3,1)
1 3 3 2 0.000000	# qque(1,3,3,2)
1 3 3 3 0.000000	# qque(1,3,3,3)
2 2 1 1 0.000000	# qque(2,2,1,1)
2 2 1 2 0.000000	# qque(2,2,1,2)
2 2 1 3 0.000000	# qque(2,2,1,3)
2 2 2 1 0.000000	# qque(2,2,2,1)
2 2 2 2 0.000000	# qque(2,2,2,2)
2 2 2 3 0.000000	# qque(2,2,2,3)
2 2 3 1 0.000000	# qque(2,2,3,1)
2 2 3 2 0.000000	# qque(2,2,3,2)
2 2 3 3 0.000000	# qque(2,2,3,3)
2 3 1 1 0.000000	# qque(2,3,1,1)
2 3 1 2 0.000000	# qque(2,3,1,2)
2 3 1 3 0.000000	# qque(2,3,1,3)
2 3 2 1 0.000000	# qque(2,3,2,1)
2 3 2 2 0.000000	# qque(2,3,2,2)
2 3 2 3 0.000000	# qque(2,3,2,3)
2 3 3 1 0.000000	# qque(2,3,3,1)
2 3 3 2 0.000000	# qque(2,3,3,2)
2 3 3 3 0.000000	# qque(2,3,3,3)
3 3 1 1 0.000000	# qque(3,3,1,1)
3 3 1 2 0.000000	# qque(3,3,1,2)
3 3 1 3 0.000000	# qque(3,3,1,3)
3 3 2 1 0.000000	# qque(3,3,2,1)
3 3 2 2 0.000000	# qque(3,3,2,2)
3 3 2 3 0.000000	# qque(3,3,2,3)
3 3 3 1 0.000000	# qque(3,3,3,1)
3 3 3 2 0.000000	# qque(3,3,3,2)
3 3 3 3 0.000000	# qque(3,3,3,3)
Block WCQQQL
1 1 1 1 0.000000	# qqql(1,1,1,1)
1 1 1 2 0.000000	# qqql(1,1,1,2)
1 1 1 3 0.000000	# qqql(1,1,1,3)
1 1 2 1 0.000000	# qqql(1,1,2,1)
1 1 2 2 0.000000	# qqql(1,1,2,2)
1 1 2 3 0.000000	# qqql(1,1,2,3)
1 1 3 1 0.000000	# qqql(1,1,3,1)
1 1 3 2 0.000000	# qqql(1,1,3,2)
1 1 3 3 0.000000	# qqql(1,1,3,3)
1 2 1 1 0.000000	# qqql(1,2,1,1)
1 2 1 2 0.000000	# qqql(1,2,1,2)
1 2 1 3 0.000000	# qqql(1,2,1,3)
1 2 2 1 0.000000	# qqql(1,2,2,1)
1 2 2 2 0.000000	# qqql(1,2,2,2)
1 2 2 3 0.000000	# qqql(1,2,2,3)
1 2 3 1 0.000000	# qqql(1,2,3,1)
1 2 3 2 0.000000	# qqql(1,2,3,2)
1 2 3 3 0.000000	# qqql(1,2,3,3)
1 3 1 1 0.000000	# qqql(1,3,1,1)
1 3 1 2 0.000000	# qqql(1,3,1,2)
1 3 1 3 0.000000	# qqql(1,3,1,3)
1 3 2 1 0.000000	# qqql(1,3,2,1)
1 3 2 2 0.000000	# qqql(1,3,2,2)
1 3 2 3 0.000000	# qqql(1,3,2,3)
1 3 3 1 0.000000	# qqql(1,3,3,1)
1 3 3 2 0.000000	# qqql(1,3,3,2)
1 3 3 3 0.000000	# qqql(1,3,3,3)
2 1 2 1 0.000000	# qqql(2,1,2,1)
2 1 2 2 0.000000	# qqql(2,1,2,2)
2 1 2 3 0.000000	# qqql(2,1,2,3)
2 1 3 1 0.000000	# qqql(2,1,3,1)
2 1 3 2 0.000000	# qqql(2,1,3,2)
2 1 3 3 0.000000	# qqql(2,1,3,3)
2 2 2 1 0.000000	# qqql(2,2,2,1)
2 2 2 2 0.000000	# qqql(2,2,2,2)
2 2 2 3 0.000000	# qqql(2,2,2,3)
2 2 3 1 0.000000	# qqql(2,2,3,1)
2 2 3 2 0.000000	# qqql(2,2,3,2)
2 2 3 3 0.000000	# qqql(2,2,3,3)
2 3 1 1 0.000000	# qqql(2,3,1,1)
2 3 1 2 0.000000	# qqql(2,3,1,2)
2 3 1 3 0.000000	# qqql(2,3,1,3)
2 3 2 1 0.000000	# qqql(2,3,2,1)
2 3 2 2 0.000000	# qqql(2,3,2,2)
2 3 2 3 0.000000	# qqql(2,3,2,3)
2 3 3 1 0.000000	# qqql(2,3,3,1)
2 3 3 2 0.000000	# qqql(2,3,3,2)
2 3 3 3 0.000000	# qqql(2,3,3,3)
3 1 3 1 0.000000	# qqql(3,1,3,1)
3 1 3 2 0.000000	# qqql(3,1,3,2)
3 1 3 3 0.000000	# qqql(3,1,3,3)
3 2 3 1 0.000000	# qqql(3,2,3,1)
3 2 3 2 0.000000	# qqql(3,2,3,2)
3 2 3 3 0.000000	# qqql(3,2,3,3)
3 3 3 1 0.000000	# qqql(3,3,3,1)
3 3 3 2 0.000000	# qqql(3,3,3,2)
3 3 3 3 0.000000	# qqql(3,3,3,3)
Block IMWCQQQL
1 1 1 1 0.000000	# qqql(1,1,1,1)
1 1 1 2 0.000000	# qqql(1,1,1,2)
1 1 1 3 0.000000	# qqql(1,1,1,3)
1 1 2 1 0.000000	# qqql(1,1,2,1)
1 1 2 2 0.000000	# qqql(1,1,2,2)
1 1 2 3 0.000000	# qqql(1,1,2,3)
1 1 3 1 0.000000	# qqql(1,1,3,1)
1 1 3 2 0.000000	# qqql(1,1,3,2)
1 1 3 3 0.000000	# qqql(1,1,3,3)
1 2 1 1 0.000000	# qqql(1,2,1,1)
1 2 1 2 0.000000	# qqql(1,2,1,2)
1 2 1 3 0.000000	# qqql(1,2,1,3)
1 2 2 1 0.000000	# qqql(1,2,2,1)
1 2 2 2 0.000000	# qqql(1,2,2,2)
1 2 2 3 0.000000	# qqql(1,2,2,3)
1 2 3 1 0.000000	# qqql(1,2,3,1)
1 2 3 2 0.000000	# qqql(1,2,3,2)
1 2 3 3 0.000000	# qqql(1,2,3,3)
1 3 1 1 0.000000	# qqql(1,3,1,1)
1 3 1 2 0.000000	# qqql(1,3,1,2)
1 3 1 3 0.000000	# qqql(1,3,1,3)
1 3 2 1 0.000000	# qqql(1,3,2,1)
1 3 2 2 0.000000	# qqql(1,3,2,2)
1 3 2 3 0.000000	# qqql(1,3,2,3)
1 3 3 1 0.000000	# qqql(1,3,3,1)
1 3 3 2 0.000000	# qqql(1,3,3,2)
1 3 3 3 0.000000	# qqql(1,3,3,3)
2 1 2 1 0.000000	# qqql(2,1,2,1)
2 1 2 2 0.000000	# qqql(2,1,2,2)
2 1 2 3 0.000000	# qqql(2,1,2,3)
2 1 3 1 0.000000	# qqql(2,1,3,1)
2 1 3 2 0.000000	# qqql(2,1,3,2)
2 1 3 3 0.000000	# qqql(2,1,3,3)
2 2 2 1 0.000000	# qqql(2,2,2,1)
2 2 2 2 0.000000	# qqql(2,2,2,2)
2 2 2 3 0.000000	# qqql(2,2,2,3)
2 2 3 1 0.000000	# qqql(2,2,3,1)
2 2 3 2 0.000000	# qqql(2,2,3,2)
2 2 3 3 0.000000	# qqql(2,2,3,3)
2 3 1 1 0.000000	# qqql(2,3,1,1)
2 3 1 2 0.000000	# qqql(2,3,1,2)
2 3 1 3 0.000000	# qqql(2,3,1,3)
2 3 2 1 0.000000	# qqql(2,3,2,1)
2 3 2 2 0.000000	# qqql(2,3,2,2)
2 3 2 3 0.000000	# qqql(2,3,2,3)
2 3 3 1 0.000000	# qqql(2,3,3,1)
2 3 3 2 0.000000	# qqql(2,3,3,2)
2 3 3 3 0.000000	# qqql(2,3,3,3)
3 1 3 1 0.000000	# qqql(3,1,3,1)
3 1 3 2 0.000000	# qqql(3,1,3,2)
3 1 3 3 0.000000	# qqql(3,1,3,3)
3 2 3 1 0.000000	# qqql(3,2,3,1)
3 2 3 2 0.000000	# qqql(3,2,3,2)
3 2 3 3 0.000000	# qqql(3,2,3,3)
3 3 3 1 0.000000	# qqql(3,3,3,1)
3 3 3 2 0.000000	# qqql(3,3,3,2)
3 3 3 3 0.000000	# qqql(3,3,3,3)
Block WCDUUE
1 1 1 1 0.000000	# duue(1,1,1,1)
1 1 1 2 0.000000	# duue(1,1,1,2)
1 1 1 3 0.000000	# duue(1,1,1,3)
1 1 2 1 0.000000	# duue(1,1,2,1)
1 1 2 2 0.000000	# duue(1,1,2,2)
1 1 2 3 0.000000	# duue(1,1,2,3)
1 1 3 1 0.000000	# duue(1,1,3,1)
1 1 3 2 0.000000	# duue(1,1,3,2)
1 1 3 3 0.000000	# duue(1,1,3,3)
1 2 1 1 0.000000	# duue(1,2,1,1)
1 2 1 2 0.000000	# duue(1,2,1,2)
1 2 1 3 0.000000	# duue(1,2,1,3)
1 2 2 1 0.000000	# duue(1,2,2,1)
1 2 2 2 0.000000	# duue(1,2,2,2)
1 2 2 3 0.000000	# duue(1,2,2,3)
1 2 3 1 0.000000	# duue(1,2,3,1)
1 2 3 2 0.000000	# duue(1,2,3,2)
1 2 3 3 0.000000	# duue(1,2,3,3)
1 3 1 1 0.000000	# duue(1,3,1,1)
1 3 1 2 0.000000	# duue(1,3,1,2)
1 3 1 3 0.000000	# duue(1,3,1,3)
1 3 2 1 0.000000	# duue(1,3,2,1)
1 3 2 2 0.000000	# duue(1,3,2,2)
1 3 2 3 0.000000	# duue(1,3,2,3)
1 3 3 1 0.000000	# duue(1,3,3,1)
1 3 3 2 0.000000	# duue(1,3,3,2)
1 3 3 3 0.000000	# duue(1,3,3,3)
2 1 1 1 0.000000	# duue(2,1,1,1)
2 1 1 2 0.000000	# duue(2,1,1,2)
2 1 1 3 0.000000	# duue(2,1,1,3)
2 1 2 1 0.000000	# duue(2,1,2,1)
2 1 2 2 0.000000	# duue(2,1,2,2)
2 1 2 3 0.000000	# duue(2,1,2,3)
2 1 3 1 0.000000	# duue(2,1,3,1)
2 1 3 2 0.000000	# duue(2,1,3,2)
2 1 3 3 0.000000	# duue(2,1,3,3)
2 2 1 1 0.000000	# duue(2,2,1,1)
2 2 1 2 0.000000	# duue(2,2,1,2)
2 2 1 3 0.000000	# duue(2,2,1,3)
2 2 2 1 0.000000	# duue(2,2,2,1)
2 2 2 2 0.000000	# duue(2,2,2,2)
2 2 2 3 0.000000	# duue(2,2,2,3)
2 2 3 1 0.000000	# duue(2,2,3,1)
2 2 3 2 0.000000	# duue(2,2,3,2)
2 2 3 3 0.000000	# duue(2,2,3,3)
2 3 1 1 0.000000	# duue(2,3,1,1)
2 3 1 2 0.000000	# duue(2,3,1,2)
2 3 1 3 0.000000	# duue(2,3,1,3)
2 3 2 1 0.000000	# duue(2,3,2,1)
2 3 2 2 0.000000	# duue(2,3,2,2)
2 3 2 3 0.000000	# duue(2,3,2,3)
2 3 3 1 0.000000	# duue(2,3,3,1)
2 3 3 2 0.000000	# duue(2,3,3,2)
2 3 3 3 0.000000	# duue(2,3,3,3)
3 1 1 1 0.000000	# duue(3,1,1,1)
3 1 1 2 0.000000	# duue(3,1,1,2)
3 1 1 3 0.000000	# duue(3,1,1,3)
3 1 2 1 0.000000	# duue(3,1,2,1)
3 1 2 2 0.000000	# duue(3,1,2,2)
3 1 2 3 0.000000	# duue(3,1,2,3)
3 1 3 1 0.000000	# duue(3,1,3,1)
3 1 3 2 0.000000	# duue(3,1,3,2)
3 1 3 3 0.000000	# duue(3,1,3,3)
3 2 1 1 0.000000	# duue(3,2,1,1)
3 2 1 2 0.000000	# duue(3,2,1,2)
3 2 1 3 0.000000	# duue(3,2,1,3)
3 2 2 1 0.000000	# duue(3,2,2,1)
3 2 2 2 0.000000	# duue(3,2,2,2)
3 2 2 3 0.000000	# duue(3,2,2,3)
3 2 3 1 0.000000	# duue(3,2,3,1)
3 2 3 2 0.000000	# duue(3,2,3,2)
3 2 3 3 0.000000	# duue(3,2,3,3)
3 3 1 1 0.000000	# duue(3,3,1,1)
3 3 1 2 0.000000	# duue(3,3,1,2)
3 3 1 3 0.000000	# duue(3,3,1,3)
3 3 2 1 0.000000	# duue(3,3,2,1)
3 3 2 2 0.000000	# duue(3,3,2,2)
3 3 2 3 0.000000	# duue(3,3,2,3)
3 3 3 1 0.000000	# duue(3,3,3,1)
3 3 3 2 0.000000	# duue(3,3,3,2)
3 3 3 3 0.000000	# duue(3,3,3,3)
Block IMWCDUUE
1 1 1 1 0.000000	# duue(1,1,1,1)
1 1 1 2 0.000000	# duue(1,1,1,2)
1 1 1 3 0.000000	# duue(1,1,1,3)
1 1 2 1 0.000000	# duue(1,1,2,1)
1 1 2 2 0.000000	# duue(1,1,2,2)
1 1 2 3 0.000000	# duue(1,1,2,3)
1 1 3 1 0.000000	# duue(1,1,3,1)
1 1 3 2 0.000000	# duue(1,1,3,2)
1 1 3 3 0.000000	# duue(1,1,3,3)
1 2 1 1 0.000000	# duue(1,2,1,1)
1 2 1 2 0.000000	# duue(1,2,1,2)
1 2 1 3 0.000000	# duue(1,2,1,3)
1 2 2 1 0.000000	# duue(1,2,2,1)
1 2 2 2 0.000000	# duue(1,2,2,2)
1 2 2 3 0.000000	# duue(1,2,2,3)
1 2 3 1 0.000000	# duue(1,2,3,1)
1 2 3 2 0.000000	# duue(1,2,3,2)
1 2 3 3 0.000000	# duue(1,2,3,3)
1 3 1 1 0.000000	# duue(1,3,1,1)
1 3 1 2 0.000000	# duue(1,3,1,2)
1 3 1 3 0.000000	# duue(1,3,1,3)
1 3 2 1 0.000000	# duue(1,3,2,1)
1 3 2 2 0.000000	# duue(1,3,2,2)
1 3 2 3 0.000000	# duue(1,3,2,3)
1 3 3 1 0.000000	# duue(1,3,3,1)
1 3 3 2 0.000000	# duue(1,3,3,2)
1 3 3 3 0.000000	# duue(1,3,3,3)
2 1 1 1 0.000000	# duue(2,1,1,1)
2 1 1 2 0.000000	# duue(2,1,1,2)
2 1 1 3 0.000000	# duue(2,1,1,3)
2 1 2 1 0.000000	# duue(2,1,2,1)
2 1 2 2 0.000000	# duue(2,1,2,2)
2 1 2 3 0.000000	# duue(2,1,2,3)
2 1 3 1 0.000000	# duue(2,1,3,1)
2 1 3 2 0.000000	# duue(2,1,3,2)
2 1 3 3 0.000000	# duue(2,1,3,3)
2 2 1 1 0.000000	# duue(2,2,1,1)
2 2 1 2 0.000000	# duue(2,2,1,2)
2 2 1 3 0.000000	# duue(2,2,1,3)
2 2 2 1 0.000000	# duue(2,2,2,1)
2 2 2 2 0.000000	# duue(2,2,2,2)
2 2 2 3 0.000000	# duue(2,2,2,3)
2 2 3 1 0.000000	# duue(2,2,3,1)
2 2 3 2 0.000000	# duue(2,2,3,2)
2 2 3 3 0.000000	# duue(2,2,3,3)
2 3 1 1 0.000000	# duue(2,3,1,1)
2 3 1 2 0.000000	# duue(2,3,1,2)
2 3 1 3 0.000000	# duue(2,3,1,3)
2 3 2 1 0.000000	# duue(2,3,2,1)
2 3 2 2 0.000000	# duue(2,3,2,2)
2 3 2 3 0.000000	# duue(2,3,2,3)
2 3 3 1 0.000000	# duue(2,3,3,1)
2 3 3 2 0.000000	# duue(2,3,3,2)
2 3 3 3 0.000000	# duue(2,3,3,3)
3 1 1 1 0.000000	# duue(3,1,1,1)
3 1 1 2 0.000000	# duue(3,1,1,2)
3 1 1 3 0.000000	# duue(3,1,1,3)
3 1 2 1 0.000000	# duue(3,1,2,1)
3 1 2 2 0.000000	# duue(3,1,2,2)
3 1 2 3 0.000000	# duue(3,1,2,3)
3 1 3 1 0.000000	# duue(3,1,3,1)
3 1 3 2 0.000000	# duue(3,1,3,2)
3 1 3 3 0.000000	# duue(3,1,3,3)
3 2 1 1 0.000000	# duue(3,2,1,1)
3 2 1 2 0.000000	# duue(3,2,1,2)
3 2 1 3 0.000000	# duue(3,2,1,3)
3 2 2 1 0.000000	# duue(3,2,2,1)
3 2 2 2 0.000000	# duue(3,2,2,2)
3 2 2 3 0.000000	# duue(3,2,2,3)
3 2 3 1 0.000000	# duue(3,2,3,1)
3 2 3 2 0.000000	# duue(3,2,3,2)
3 2 3 3 0.000000	# duue(3,2,3,3)
3 3 1 1 0.000000	# duue(3,3,1,1)
3 3 1 2 0.000000	# duue(3,3,1,2)
3 3 1 3 0.000000	# duue(3,3,1,3)
3 3 2 1 0.000000	# duue(3,3,2,1)
3 3 2 2 0.000000	# duue(3,3,2,2)
3 3 2 3 0.000000	# duue(3,3,2,3)
3 3 3 1 0.000000	# duue(3,3,3,1)
3 3 3 2 0.000000	# duue(3,3,3,2)
3 3 3 3 0.000000	# duue(3,3,3,3)
Block WCLLPHIPHI
1 1 0.186768	# llphiphi(1,1)
1 2 -0.373536	# llphiphi(1,2)
1 3 0.000000	# llphiphi(1,3)
2 2 0.000000	# llphiphi(2,2)
2 3 0.000000	# llphiphi(2,3)
3 3 0.933850	# llphiphi(3,3)
Block IMWCLLPHIPHI
1 1 -3.383898E-6	# llphiphi(1,1)
1 2 6.767796E-6	# llphiphi(1,2)
1 3 0.000000	# llphiphi(1,3)
2 2 0.000000	# llphiphi(2,2)
2 3 0.000000	# llphiphi(2,3)
3 3 -0.000017	# llphiphi(3,3)
